-10.100000, -10.100000
10.100000, -10.100000
10.100000, 10.100000
-10.100000, 10.100000


0.000000, 0.000000, 0.100000, 90.566208


0.064306, 0.020165
-0.097933, -0.014382
-0.075056, 0.034495
0.045161, -0.052365
0.083152, -0.042523
-0.024584, -0.049860
-0.027242, 0.012242
-0.021129, -0.015438
-0.050809, 0.023837
-0.002168, -0.088464
0.052914, -0.046959
0.008570, 0.007362
0.017459, 0.058729
0.049232, 0.027126
-0.031930, -0.004998
-0.012915, -0.094526
0.020121, 0.041110
-0.061986, 0.014895
-0.004643, -0.079986
0.057077, -0.023976


10.000000, 0


10.000000, 0


10.000000, 0


10.000000, 0


10.000000, 0


10.000000, 0



