-18.000000, -18.000000
23.000000, -18.000000
23.000000, 18.000000
-18.000000, 18.000000


0.000000, 0.000000, 8.000000, 90.566208


5.000000, 0.000000, 8.000000, 90.566208


5.144494, 1.613219
-7.834650, -1.150561
-6.004474, 2.759578
3.612907, -4.189193
6.652129, -3.401869
-1.966736, -3.988809
-2.179375, 0.979350
-1.690306, -1.235006
-4.064745, 1.906929
-0.173407, -7.077150
4.233128, -3.756748
0.685579, 0.588991
1.396711, 4.698302
3.938580, 2.170056
-2.554404, -0.399837
-1.033193, -7.562080
1.609702, 3.288820
-4.958908, 1.191625
-0.371407, -6.398851
4.566128, -1.918049
-6.895693, 3.572914
-0.434760, 2.441040
1.468102, 4.275360
-2.872367, -3.553823
4.159692, 5.865359
1.531986, -4.283154
-4.677617, -5.823271
-0.091714, 0.164935
5.107133, 2.037123
-2.921363, 1.945507


1.639390, 2.491014
3.385899, -6.369186
12.847662, -0.309572
8.717433, 2.090257
7.497397, -3.441920
3.608996, -1.256841
7.514733, 6.987686
6.396973, 1.786030
3.088742, -0.192682
0.539806, 2.462155
3.777153, 6.463716
2.705815, 3.038731
11.781758, 2.207555
8.741878, 3.394187
11.248392, 2.022170
10.401223, -4.382442
9.312913, 3.668519
10.684728, 0.248633
6.899600, -6.002542
10.126186, 1.947668
2.750103, -1.982799
7.069171, 4.474808
7.841864, -6.868517
4.154518, 0.226387
4.821121, -6.811663
8.705747, -5.693994
0.916387, -0.334912
2.822686, 4.188401
3.193797, -7.109335
3.706037, -3.373101


5.000000, 0


5.000000, 0


5.000000, 0


5.000000, 0


5.000000, 0



